_id,Job Title,Company Name,Location,Job Type,Workplace Type,Years of Experience,Career Level,Job Category,Skills,Job Link
680d059b9eeca96d883e5219,Marketing Coordinator,Abou Seif Group  -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Advertising', '· Communication', '· business', '· E-Marketing', '· photoshop', '· SEO', '· Sales', '· Social Media', '· Writing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/m9Ubqunv0MTb-Marketing-Coordinator-Abou-Seif-Group-Cairo-Egypt
680d059b9eeca96d883e521a,E-Commerce Coordinator,Abou Seif Group  -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Commerce', '· Communication skills', '· Digital Marketing', '· E-Commerce', '· Management', '· Sales', '· Social Media']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/M2VJBcnRi4pU-E-Commerce-Coordinator-Abou-Seif-Group-Cairo-Egypt
680d059b9eeca96d883e521b,Mechatronic Production Engineer,Abou Seif Group  -,"Obour City, Cairo, Egypt",Full Time,On-site,· 2 - 3 Yrs of Exp,Experienced,· Manufacturing/Production,"['· AutoCAD', '· Electrical Engineering', '· CNC', '· Maintenance', '· Engineering', '· Mechanical Engineering', '· Mechanical', '· Mechatronics']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hdvm79WZKWNH-Mechatronic-Production-Engineer-Abou-Seif-Group-Cairo-Egypt
680d059b9eeca96d883e521c,"Executive Assistant (HR, Admin & Export Logistics Support)",Abou Seif Group  -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 4 - 8 Yrs of Exp,Experienced,· Administration,"['· Administration', '· administrative', '· Business Administration', '· Logistics', '· HR', '· Office management', '· Secretary']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0jaCrH7Ii2n8-Executive-Assistant-HR-Admin-Export-Logistics-Support-Abou-Seif-Group-Cairo-Egypt
680d059b9eeca96d883e521d,Site Architect,Magaz -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Site Work', '· Site Engineering', '· Construction Engineering', '· Fitting-out', '· Fit-Out', '· Interior Finishing', '· AutoCAD', '· Communication', '· Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/NkVLcsd8OGFT-Site-Architect-Magaz-Cairo-Egypt
680d059b9eeca96d883e521e,Automation Engineer,Think Automation -,"Mokattam, Cairo, Egypt",Full Time,Hybrid,· 0 - 3 Yrs of Exp,Entry Level,· Engineering - Mechanical/Electrical,"['· Automation', '· Automation engineer', '· AutoCAD', '· Computer Science', '· DCS', '· Electrical', '· Electrical power', '· Engineering', '· Mechatronics']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YsTw3q84y85R-Automation-Engineer-Think-Automation-Cairo-Egypt
680d059b9eeca96d883e521f,Administrative Assistant,Think Automation -,"Mokattam, Cairo, Egypt",Full Time,Hybrid,· 0 - 2 Yrs of Exp,Entry Level,· Administration,"['· Administration', '· Office management', '· Microsoft Office', '· office', '· Secretary', '· MS Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Ws7pVUz5OQUp-Administrative-Assistant-Think-Automation-Cairo-Egypt
680d059b9eeca96d883e5220,Arabic Teacher,Confidential -,"Hargeysa, Somalia",Full Time,On-site,· 2+ Yrs of Exp,Experienced,· Education/Teaching,"['· Arabic Teaching', '· Arabic Language', '· Arabic', '· Education', '· Teaching']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8x5kawciemeI-Arabic-Teacher-Hargeysa-Somalia
680d059b9eeca96d883e5221,Corporate Sales Account Manager/B2B,Raya Distribution -,"Maadi, Cairo, Egypt",Full Time,On-site,· 3 - 7 Yrs of Exp,Experienced,· Business Development,"['· Sales', '· Corporate Sales', '· Sales Skills', '· Sales Target', '· Business Development', '· Customer Service', '· Customer Care', '· Customer Support']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/RzlT0gs7tRHQ-Corporate-Sales-Account-ManagerB2B-Raya-Distribution-Cairo-Egypt
680d059b9eeca96d883e5222,Pattern Maker ( Pattern Designer),Attract Textile & Leather Production  -,"Cairo, Egypt",Full Time,On-site,· 5 - 15 Yrs of Exp,Experienced,· Creative/Design/Art,"['· Applied Arts', '· Fashion', '· garment', '· Design', '· Visual Arts', '· Digital Art']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9SXshVtTqrvI-Pattern-Maker-Pattern-Designer-Attract-Textile-Leather-Production-Cairo-Egypt
680d059b9eeca96d883e5223,Mechanical Engineer HVAC & Fire Fighting,Ghannam Projects -,"New Damietta, Damietta, Egypt",Full Time,On-site,· 1 - 7 Yrs of Exp,Experienced,· Engineering - Other,"['· Design', '· FIRE', '· HVAC', '· Mechanical', '· technical', '· Mechanical Engineering', '· AutoCAD', '· Fire']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/V9Xl9Gmbg3D7-Mechanical-Engineer-HVAC-Fire-Fighting-Ghannam-Projects-Damietta-Egypt
680d059b9eeca96d883e5224,digital marketing specialist,Soomline co  -,"Cairo, Egypt",Full Time,Remote,· 5 - 15 Yrs of Exp,Experienced,· Administration,"['· Advertising', '· Communication skills', '· E-Marketing', '· Online Marketing', '· Social Media', '· Marketing', '· SEO']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tmSbPqiwgC1x-digital-marketing-specialist-Soomline-co-Cairo-Egypt
680d059b9eeca96d883e5225,Sales Account Executive,Al Mostafa For Trading And Supplies -,"Obour City, Cairo, Egypt",Full Time,On-site,· 0 - 2 Yrs of Exp,Entry Level,· Business Development,"['· sales skills', '· Sales', '· negotiation skills', '· Communication', '· business', '· Training', '· Customer Service', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4RuroqgRpy7a-Sales-Account-Executive-Al-Mostafa-For-Trading-And-Supplies-Cairo-Egypt
680d059b9eeca96d883e5226,Receptionist,Al Mostafa For Trading And Supplies -,"Obour City, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Administration,"['· Customer Service', '· Microsoft Office', '· Administration', '· receptionist', '· Admin', '· Communication', '· excel', '· Microsoft', '· Microsoft Office suite']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/O7NYNegx5Cbn-Receptionist-Al-Mostafa-For-Trading-And-Supplies-Cairo-Egypt
680d059b9eeca96d883e5227,Senior Accountant,Koudijs Kapo Feed -,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Accounting/Finance,"['· -\tHaving strong analytical skills, being details oriented, and having proficiency in Excel and ERP systems', '· AR', '· Collection', '· Accounting', '· Reporting', '· Receivable']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7fiJZkg5Vqzy-Senior-Accountant-Koudijs-Kapo-Feed-Alexandria-Egypt
680d059b9eeca96d883e5228,Job Seeker Relations Specialist (Call Center),Forasna -,"Maadi, Cairo, Egypt",Full Time,Hybrid,· 1 - 5 Yrs of Exp,Experienced,· Customer Service/Support,"['· Communication', '· Communication skills', '· Data Entry', '· Call Center', '· Customer Service', '· Customer Support']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/x5cr2DB8q9i8-Job-Seeker-Relations-Specialist-Call-Center-Forasna-Cairo-Egypt
680d059b9eeca96d883e5229,Senior Mechanical Procurement Engineer,Samman  Engineering & Consulting -,"Dokki, Giza, Egypt",Full Time,On-site,· 4 - 7 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Electrical Engineering', '· Mechanical', '· Engineering', '· Mechanical Engineering', '· Procurement', '· procurement engineer', '· Mechanical procurement']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/MN8n6Nl8nqRR-Senior-Mechanical-Procurement-Engineer-Samman-Engineering-Consulting-Giza-Egypt
680d059b9eeca96d883e522a,Technical Office Engineer,FUTURE FOR CONTRACTING AND FINISHING -,"Smouha, Alexandria, Egypt",Full Time,Remote,· 1 - 2 Yrs of Exp,Entry Level,· Engineering - Construction/Civil/Architecture,"['· Civil', '· Technical Office', '· Contracting', '· Engineering', '· technical office engineer']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Cjb61Raq3jwR-Technical-Office-Engineer-FUTURE-FOR-CONTRACTING-AND-FINISHING-Alexandria-Egypt
680d059b9eeca96d883e522b,Commercial & Operation Manager,Olam SVI -,"6th of October, Giza, Egypt",Full Time,On-site,· 8 - 12 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· business', '· Commercial', '· Communication', '· English', '· FMCG', '· Leadership', '· Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uaQz5GEI2QLY-Commercial-Operation-Manager-Olam-SVI-Giza-Egypt
680d059b9eeca96d883e522c,Marketing Coordinator,Cellopack for Packaging Industries -,"6th of October, Giza, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Entry Level,· Marketing/PR/Advertising,"['· Advertising', '· business', '· E-Marketing', '· Marketing', '· marketing channels', '· Social Media', '· social']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YE5DdvnhsOyc-Marketing-Coordinator-Cellopack-for-Packaging-Industries-Giza-Egypt
680d059b9eeca96d883e522d,Electrical Maintenance Engineer,Confidential -,"Giza, Egypt",Full Time,On-site,· 0 - 10 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· Communication', '· Electrical']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/aIExwAI4z1ts-Electrical-Maintenance-Engineer-Giza-Egypt
680d059b9eeca96d883e522e,Quality Control,MasterPET -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,· 3 - 4 Yrs of Exp,Experienced,· Manufacturing/Production,"['· is', '· ISO', '· Laboratory', '· Inspection', '· Quality Assurance', '· Testing', '· Quality Control', '· Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HyGXvFWm0BEk-Quality-Control-MasterPET-Sharqia-Egypt
680d059b9eeca96d883e522f,Aviation Accountant,African Queen Travel  -,"Dokki, Giza, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Experienced,· Accounting/Finance,"['· Accounting', '· Commerce', '· Finance', '· Payments', '· Tourism', '· Ticketing', '· Aviation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QOkskG30PjH1-Aviation-Accountant-African-Queen-Travel-Giza-Egypt
680d059b9eeca96d883e5230,Sales Manager,MasterPET -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,· 10 - 17 Yrs of Exp,Manager,· Manufacturing/Production,"['· Communication', '· Communication skills', '· CRM', '· Marketing', '· Sales', '· sales skills', '· Skills', '· Sales Target', '· business']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YwrslBydWXq6-Sales-Manager-MasterPET-Sharqia-Egypt
680d059b9eeca96d883e5231,Receptionist,Inspire company -,"Sheraton, Cairo, Egypt",Full Time,On-site,· 1 - 5 Yrs of Exp,Experienced,· Administration,"['· Administration', '· Communication', '· Front Office', '· Admin', '· Management', '· receptionist', '· Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Sv1XA1HeLbO6-Receptionist-Inspire-company-Cairo-Egypt
680d059b9eeca96d883e5232,B2B Sales Executive,Mediaverse Marketing Agency -,"New Heliopolis, Cairo, Egypt",Full Time,Hybrid,· 3 - 9 Yrs of Exp,Experienced,· Business Development,"['· B2B', '· B2B Sales', '· Communication', '· Communication skills', '· Indoor Sales', '· sales skills', '· Sales Target', '· Sales']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kCGURmAJ6N61-B2B-Sales-Executive-Mediaverse-Marketing-Agency-Cairo-Egypt
680d059b9eeca96d883e5233,Business Development Specialist,Mediaverse Marketing Agency -,"Cairo, Egypt",Full Time,On-site,· 1 - 8 Yrs of Exp,Entry Level,· Business Development,"['· Business developer', '· business', '· Sales', '· Business Development', '· Communication skills', '· digital marketing', '· Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/StjbUV61OpWm-Business-Development-Specialist-Mediaverse-Marketing-Agency-Cairo-Egypt
680d059b9eeca96d883e5234,Housekeeping Manager,Talaat Moustafa Group -,"Madinaty, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Manager,· Hospitality/Hotels/Food Services,"['· Hospitality', '· Housekeeping', '· facilities management', '· facilities', '· Administration', '· Operations', '· Management', '· Leadership']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/J3KPVLMjKCgW-Housekeeping-Manager-Talaat-Moustafa-Group-Cairo-Egypt
680d059b9eeca96d883e5235,Accountant,Al safa advanced systems -,"Mohandessin, Giza, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Accounting/Finance,"['· Finance', '· Accounting', '· Financial Analysis', '· Accounting Software', '· Financial Management', '· excel', '· GAAP', '· General Ledger', '· MS']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uo2xxrqosWBJ-Accountant-Al-safa-advanced-systems-Giza-Egypt
680d059b9eeca96d883e5236,Senior Recruitment Officer,Confidential -,"Tanta, Gharbia, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Human Resources,"['· Human Resources (HR)', '· Recruitment', '· Recruitment Officer']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2ItLIDmcHueJ-Senior-Recruitment-Officer-Gharbia-Egypt
680d059b9eeca96d883e5237,Sales Manager - Distribution,Raw African -,"Nasr City, Cairo, Egypt",Full Time,Hybrid,· 10 - 15 Yrs of Exp,Manager,· Sales/Retail,"['· CRM', '· Management', '· Marketing', '· sales skills', '· Sales Target', '· Sales', '· Distribution', '· Wholesale', '· Sales Planning']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yQLr2az51bdK-Sales-Manager---Distribution-Raw-African-Cairo-Egypt
680d059b9eeca96d883e5238,Supply Chain Manager,Raw African -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 15 - 20 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Planning', '· Purchasing', '· Procurement', '· Warehousing', '· Demand Planning', '· Raw Materials', '· Supply Chain']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YTby6NVcKoYO-Supply-Chain-Manager-Raw-African-Cairo-Egypt
680d059b9eeca96d883e5239,Procurement Engineer,Infinity Contracting  -,"New Cairo, Cairo, Egypt",Full Time,Hybrid,· 1 - 3 Yrs of Exp,Entry Level,· Engineering - Construction/Civil/Architecture,"['· Construction', '· Engineering', '· English', '· Microsoft Office', '· Negotiation', '· negotiation skills', '· Procurement', '· Purchasing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HQhgrCwVIeat-Procurement-Engineer-Infinity-Contracting-Cairo-Egypt
680d059b9eeca96d883e523a,Accountant,Coffee and Cream -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,· 2 - 6 Yrs of Exp,Experienced,· Accounting/Finance,"['· Accounting', '· Financial Transactions', '· Payroll', '· Communication', '· Accounting Software', '· Finance', '· Analysis', '· Financial']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KmBDtc1fmgaf-Accountant-Coffee-and-Cream-Giza-Egypt
680d059b9eeca96d883e523b,Sales Manager - Physical Security Systems,CompuGeorge -,"Mohandessin, Giza, Egypt",Full Time,On-site,· 10 - 12 Yrs of Exp,Manager,· Business Development,"['· CCTV', '· Access Control System', '· Sales', '· Engineering', '· Electronics', '· physical security']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iVZrBN3pkpkp-Sales-Manager---Physical-Security-Systems-CompuGeorge-Giza-Egypt
680d059b9eeca96d883e523c,Sales Executive,Connect Logistics S.A.E  -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 1 - 5 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Marketing', '· Sales Target', '· Sales Executive', '· sales skills', '· Sales', '· Customer Service', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/25MhNtKXgtIk-Sales-Executive-Connect-Logistics-S-A-E-Cairo-Egypt
680d059b9eeca96d883e523d,Front Desk,Capital Hotel  -,"Downtown, Cairo, Egypt",Full Time,On-site,· 2 - 4 Yrs of Exp,Experienced,· Hospitality/Hotels/Food Services,"['· Communication', '· English', '· Front desk', '· Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Em5KO64uzZfZ-Front-Desk-Capital-Hotel-Cairo-Egypt
680d059b9eeca96d883e523e,Receptionist,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,· males_only,Experienced,· Administration,"['· Admin', '· Administration', '· receptionist', '· Office management', '· Microsoft Office', '· hotel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rSdYDy3Nd5xG-Receptionist-Cairo-Egypt
680d059b9eeca96d883e523f,Site Engineer,Bakir Construction Company -,"6th of October, Giza, Egypt",Full Time,On-site,· 3 - 7 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· AutoCAD', '· Civil Engineering', '· Site', '· Primavera', '· Schedule', '· Construction', '· engineer', '· Engineering', '· Reliability Engineer']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wQxU5RIv1RD6-Site-Engineer-Bakir-Construction-Company-Giza-Egypt
680d059b9eeca96d883e5240,Digital Marketing Expert,Baha company -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 1 - 5 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Digital Marketing', '· SEO']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8EeDa9DZ1JqT-Digital-Marketing-Expert-Baha-company-Cairo-Egypt
680d059b9eeca96d883e5241,Pharmacist,Seif Pharmacies -,"Cairo, Egypt",Full Time,On-site,· 0 - 7 Yrs of Exp,Entry Level,· Medical/Healthcare,"['· Medical', '· Communication skills', '· Sales', '· Pharmacy', '· Pharmaceutical', '· Communication', '· MS Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Oi6NYDoNSAR5-Pharmacist-Seif-Pharmacies-Cairo-Egypt
680d059b9eeca96d883e5242,Accountant,Kaian Textiles -,"Obour City, Cairo, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Accounting/Finance,"['· Finance', '· accountant']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/D9uJoSoiE5BK-Accountant-Kaian-Textiles-Cairo-Egypt
680d059b9eeca96d883e5243,Call Center Team Leader,keystone -,"Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Manager,· Customer Service/Support,"['· Agent', '· Call Center', '· Call center agent', '· Customer Care', '· Customer Service', '· Customer Support', '· Customer']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d4EdHNNp78Bu-Call-Center-Team-Leader-keystone-Cairo-Egypt
680d059b9eeca96d883e5244,Customer Service Team Lead,Knoz Elhekma Company -,"Sheraton, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Senior Management,· Customer Service/Support,"['· Customer Service', '· Management', '· Communication', '· Customer', '· Customer Care', '· Presentation', '· Sales', '· Training', '· Customer Support']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ByEMwdY698Lm-Customer-Service-Team-Lead-Knoz-Elhekma-Company-Cairo-Egypt
680d059b9eeca96d883e5245,Medical Sales Representative,iVein Clinic -,"New Cairo, Cairo, Egypt",Full Time,Hybrid,· 0 - 2 Yrs of Exp,Entry Level,· Customer Service/Support,"['· Customer Service', '· Communication', '· Insurance', '· Medical', '· Microsoft Office', '· Pharmaceutical', '· sales skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iOksQLYUswEB-Medical-Sales-Representative-iVein-Clinic-Cairo-Egypt
680d059b9eeca96d883e5246,industrial engineering,MCV -,"Alsalihiyyah Aljadidah, Sharqia, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Manufacturing/Production,"['· Planning', '· Production Engineering', '· Production', '· English', '· Industrial', '· Engineering', '· Mechanical Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XccOMPaoQXvS-industrial-engineering-MCV-Sharqia-Egypt
680d059b9eeca96d883e5247,HR OD,Elabd Foods -,"Giza, Egypt",Internship,On-site,N/A,Entry Level,· Human Resources,"['· OD', '· Human Resources', '· HR', '· Human Resources (HR)', '· Organizational Development']",https://wuzzuf.nethttps://wuzzuf.net/internship/4n2QkaqksTlJ-HR-OD-Elabd-Foods-Giza-Egypt
680d059b9eeca96d883e5248,Executive Assistant,Elabd Foods -,"Abu Rawash, Giza, Egypt",Full Time,On-site,· 3 - 6 Yrs of Exp,Experienced,· Administration,"['· Administration', '· Executive', '· Office management', '· office', '· Management', '· Front Office Management', '· Secretary']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/faiuprJSL9zw-Executive-Assistant-Elabd-Foods-Giza-Egypt
680d059b9eeca96d883e5249,"Data Management Specialist ""Saudi Arabian only""",Confidential -,"Riyadh, Saudi Arabia",Full Time,On-site,· 3 - 10 Yrs of Exp,Experienced,· IT/Software Development,"['· business', '· Communication', '· Administration', '· Microsoft Office', '· Communication skills', '· Management', '· Data Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/N7QB8q2pGyMo-Data-Management-Specialist-Saudi-Arabian-only-Riyadh-Saudi-Arabia
680d059b9eeca96d883e524a,Senior HR Training and Development,Techno alex -,"Smouha, Alexandria, Egypt",Full Time,On-site,· 2 - 4 Yrs of Exp,Experienced,· Human Resources,"['· Training and Development', '· OD', '· Human Resources (HR)', '· HR Training', '· HR', '· senior']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/78ECVFBW62Gp-Senior-HR-Training-and-Development-Techno-alex-Alexandria-Egypt
680d059b9eeca96d883e524b,Senior MRP Engineer,Marmonil Marble & Granite -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 4 - 6 Yrs of Exp,Experienced,· Logistics/Supply Chain,"['· ERP', '· Engineering', '· Analysis', '· MRP', '· Planning', '· material requirements planning', '· inventory management techniques']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XhAb3skC5VPM-Senior-MRP-Engineer-Marmonil-Marble-Granite-Cairo-Egypt
680d059b9eeca96d883e524c,Textile Sales Specialist - Chemicals Industry,Confidential -,"6th of October, Giza, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Business Development,"['· CRM', '· Communication', '· Negotiation', '· sales skills', '· Sales Target', '· Science', '· Textile']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UZfnlFhyRrmQ-Textile-Sales-Specialist---Chemicals-Industry-Giza-Egypt
680d059b9eeca96d883e524d,Software Testing Engineer,realme -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 0 - 2 Yrs of Exp,Experienced,· IT/Software Development,"['· Communication', '· Information Technology (IT)', '· Software Development', '· Software', '· Engineering', '· Testing', '· Electronics']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/e58N4NVvmmS9-Software-Testing-Engineer-realme-Cairo-Egypt
680d059b9eeca96d883e524e,Personal Assistant,Tie House -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Administration,"['· Administration', '· Communication', '· Communication skills', '· Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/EHzY51OSLaE7-Personal-Assistant-Tie-House-Cairo-Egypt
680d059b9eeca96d883e524f,Video Editor,Be One Creative -,"Cairo, Egypt",Full Time,Remote,· 2 - 15 Yrs of Exp,Experienced,· Creative/Design/Art,"['· Adobe After Effects', '· Adobe Photoshop', '· Adobe Premiere', '· editor', '· Video Editing', '· video', '· Video Editor', '· After Effects', '· Animation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eRfKF7lUDUxZ-Video-Editor-Be-One-Creative-Cairo-Egypt
680d059b9eeca96d883e5250,Frappe & ERPNext Developer,Confidential -,"Riyadh, Saudi Arabia",Full Time,Remote,· 3 - 5 Yrs of Exp,Experienced,· IT/Software Development,"['· Python', '· jQuery', '· JavaScript', '· HTML', '· erpnext', '· CSS', '· Computer Science']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sW0qJDzw2Zyb-Frappe-ERPNext-Developer-Riyadh-Saudi-Arabia
680d059b9eeca96d883e5251,Senior Electrical BIM Technical Office,Samman  Engineering & Consulting -,"Giza, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· AutoCAD', '· Communication', '· BIM', '· Design', '· Electrical', '· Electrical Engineering', '· Engineering', '· Microsoft Office', '· MEP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/FWp5i83zc9p3-Senior-Electrical-BIM-Technical-Office-Samman-Engineering-Consulting-Giza-Egypt
680d059b9eeca96d883e5252,Production Manager-Marble & granite Industry,Hossam Zeitoun Natural Stone Contractors -,"Obour City, Cairo, Egypt",Full Time,On-site,· 7 - 15 Yrs of Exp,Experienced,· Manufacturing/Production,"['· Manager', '· Engineering', '· Production', '· Production Manager', '· Manufacturing', '· Marble', '· Granite']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VtMo4wNwe9Md-Production-Manager-Marble-granite-Industry-Hossam-Zeitoun-Natural-Stone-Contractors-Cairo-Egypt
680d059b9eeca96d883e5253,Secretary,Egypt gate trading -,"Maadi, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Entry Level,· Administration,"['· Administration', '· Office management', '· Microsoft Office', '· Secretary', '· Time Management', '· Communication', '· Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qatsfZ3OhI4U-Secretary-Egypt-gate-trading-Cairo-Egypt
680d059b9eeca96d883e5254,HR Internship - HR Administration & Talent Acquisition,Osolutions -,"Nasr City, Cairo, Egypt",Internship,On-site,· 0 - 1 Yrs of Exp,Entry Level,· Business Development,"['· Human Resources (HR)', '· Human Resources', '· HR', '· Recruitment', '· business', '· Business Administration', '· HR Specialist']",https://wuzzuf.nethttps://wuzzuf.net/internship/FH2tfB1rzv9G-HR-Internship---HR-Administration-Talent-Acquisition-Osolutions-Cairo-Egypt
680d059b9eeca96d883e5255,Growth Marketing Internship,Osolutions -,"Nasr City, Cairo, Egypt",Internship,On-site,· 0 - 1 Yrs of Exp,Entry Level,· Business Development,"['· Digital Marketing', '· Digital', '· Communication', '· Business Development', '· Social Media', '· Marketing', '· Analysis']",https://wuzzuf.nethttps://wuzzuf.net/internship/YntbbjlzTsY8-Growth-Marketing-Internship-Osolutions-Cairo-Egypt
680d059b9eeca96d883e5256,Senior Business Developer ( Marketing),Osolutions -,"Sheraton, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Business Development', '· Business developer', '· Marketing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yUPUAIaTMXxb-Senior-Business-Developer-Marketing-Osolutions-Cairo-Egypt
680d059b9eeca96d883e5257,Senior Site Engineer,Confidential -,"New Capital, Cairo, Egypt",Full Time,On-site,· 3 - 7 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· engineer', '· Engineering', '· Site', '· Site reliability', '· Civil Engineering', '· Construction', '· Reliability Engineer']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/r0YWDL6BqPc6-Senior-Site-Engineer-Cairo-Egypt
